SalesDate;CustomerID;ProductID;Quantity;SalesItemId
20.10.2020;5169;30;47.61;77665736
20.10.2020;5169;30;52.43;77666167
21.10.2020;5169;30;51;77697357
21.10.2020;5169;30;53.56;77698646
22.10.2020;5169;30;48.72;77739057
23.10.2020;5169;30;44.1;77798660
23.10.2020;5169;30;60.3;77799663
23.10.2020;5169;30;40.74;77801486
23.10.2020;5169;30;24.67;77802850
23.10.2020;5169;30;57.76;77804366
23.10.2020;5169;30;58.24;77805264
23.10.2020;5169;30;31.58;77807074
26.10.2020;5169;30;46.75;77858563
27.10.2020;5169;30;58.17;77894288
27.10.2020;5169;30;43.61;77895591
28.10.2020;5169;30;29.07;77934980
29.10.2020;5169;30;58.56;77978992
29.10.2020;5169;30;51.62;77979914
29.10.2020;5169;30;58.91;77981673
30.10.2020;5169;30;59.81;78047143
30.10.2020;5169;30;38.33;78048227
30.10.2020;5169;30;36.78;78050063
30.10.2020;5169;30;49.55;78050064
30.10.2020;5169;30;45.34;78050065
30.10.2020;5169;30;42.95;78051469
30.10.2020;5169;30;19.87;78055950
02.11.2020;5169;30;51.19;78101857
03.11.2020;5169;30;48.69;78132743
03.11.2020;5169;30;49.52;78132744
03.11.2020;5169;30;46.94;78132745
03.11.2020;5169;30;47.05;78134036
04.11.2020;5169;30;36.63;78173352
05.11.2020;5169;30;55.24;78208055
05.11.2020;5169;30;57.68;78216429
06.11.2020;5169;30;31.5;78270528
06.11.2020;5169;30;54.95;78272306
06.11.2020;5169;30;32;78272307
06.11.2020;5169;30;48.28;78273735
06.11.2020;5169;30;39.22;78275261
06.11.2020;5169;30;60.69;78276134
06.11.2020;5169;30;19.25;78278003
07.11.2020;5169;30;32.82;78299665
10.11.2020;5169;30;51.59;78362425
10.11.2020;5169;30;58.62;78365010
10.11.2020;5169;30;56.78;78365011
10.11.2020;5169;30;45.29;78366347
10.11.2020;5169;30;42.9;78367716
10.11.2020;5169;30;40.71;78370319
11.11.2020;5169;30;52.45;78413680
13.11.2020;5169;30;45.56;78491758
13.11.2020;5169;30;29.54;78492700
13.11.2020;5169;30;52.26;78494512
13.11.2020;5169;30;29.05;78494513
13.11.2020;5169;30;44.68;78495913
13.11.2020;5169;30;45.92;78497434
13.11.2020;5169;30;52.11;78498300
13.11.2020;5169;30;41.36;78500239
16.11.2020;5169;30;54.19;78557755
17.11.2020;5169;30;38.77;78595617
17.11.2020;5169;30;52.91;78596898
17.11.2020;5169;30;39.33;78598241
18.11.2020;5169;30;55.8;78633179
18.11.2020;5169;30;55.95;78638481
19.11.2020;5169;30;52;78676072
20.11.2020;5169;30;30.81;78678492
20.11.2020;5169;30;26.7;78682751
20.11.2020;5169;30;53.86;78682752
20.11.2020;5169;30;43.15;78685955
19.11.2020;5169;30;43.16;78691714
19.11.2020;5169;30;47.33;78691715
20.11.2020;5169;30;26.88;78696294
23.11.2020;5169;30;60.07;78805738
24.11.2020;5169;30;40.29;78835868
24.11.2020;5169;30;57;78835869
24.11.2020;5169;30;46.81;78838640
25.11.2020;5169;30;58.47;78885524
25.11.2020;5169;30;57.6;78889526
25.11.2020;5169;30;58.9;78893653
26.11.2020;5169;30;43.9;78937189
27.11.2020;5169;30;34.22;78971639
27.11.2020;5169;30;24.61;78973398
27.11.2020;5169;30;41;78973399
27.11.2020;5169;30;39.68;78973400
27.11.2020;5169;30;30.92;78974861
27.11.2020;5169;30;58.58;78976467
27.11.2020;5169;30;62.2;78977403
27.11.2020;5169;30;27.71;78979413
01.12.2020;5169;30;48.64;79082190
02.12.2020;5169;30;61;79121603
02.12.2020;5169;30;44.88;79121604
02.12.2020;5169;30;57.13;79124297
02.12.2020;5169;30;60.71;79126936
03.12.2020;5169;30;55.69;79159605
03.12.2020;5169;30;51.35;79162315
04.12.2020;5169;30;30.55;79220284
04.12.2020;5169;30;31;79222044
04.12.2020;5169;30;22.32;79222045
04.12.2020;5169;30;46.32;79223465
04.12.2020;5169;30;40.33;79224951
04.12.2020;5169;30;51.51;79225855
04.12.2020;5169;30;32.15;79227833
08.12.2020;5169;30;64.51;79322046
08.12.2020;5169;30;15.7;79324703
08.12.2020;5169;30;66.12;79324704
09.12.2020;5169;30;15;79363838
09.12.2020;5169;30;59.87;79365193
09.12.2020;5169;30;54.15;79366640
09.12.2020;5169;30;54.54;79369426
11.12.2020;5169;30;31.61;79449119
11.12.2020;5169;30;51.4;79450986
11.12.2020;5169;30;29.89;79450987
11.12.2020;5169;30;35.12;79452370
11.12.2020;5169;30;50.79;79452371
11.12.2020;5169;30;36.28;79453934
11.12.2020;5169;30;50.17;79454844
11.12.2020;5169;30;55.13;79454845
11.12.2020;5169;30;28.43;79456791
14.12.2020;5169;30;44.2;79549340
15.12.2020;5169;30;59.14;79593583
15.12.2020;5169;30;49.65;79594899
16.12.2020;5169;30;31.44;79613974
16.12.2020;5169;30;55.39;79616629
16.12.2020;5169;30;55.88;79619276
17.12.2020;5169;30;52.12;79654987
17.12.2020;5169;30;28.51;79660115
18.12.2020;5169;30;28.92;79699294
18.12.2020;5169;30;41.56;79701041
18.12.2020;5169;30;37.95;79701042
18.12.2020;5169;30;26.51;79701043
18.12.2020;5169;30;44.12;79702359
18.12.2020;5169;30;37.59;79703844
18.12.2020;5169;30;52.53;79704717
18.12.2020;5169;30;28.34;79706571
21.12.2020;5169;30;51.55;79783948
22.12.2020;5169;30;51.28;79814278
22.12.2020;5169;30;14.87;79814279
23.12.2020;5169;30;49.23;79852719
23.12.2020;5169;30;36.41;79854999
23.12.2020;5169;30;35.23;79855673
23.12.2020;5169;30;58.75;79857227
24.12.2020;5169;30;50.72;79886131
24.12.2020;5169;30;47.28;79886497
26.12.2020;5169;30;36.62;79917171
26.12.2020;5169;30;33.99;79918191
28.12.2020;5169;30;40.68;79933061
28.12.2020;5169;30;55.69;79933062
28.12.2020;5169;30;45;79933753
28.12.2020;5169;30;41.59;79935075
29.12.2020;5169;30;46.5;79957841
31.12.2020;5169;30;37.66;80025563
31.12.2020;5169;30;49.89;80025564
31.12.2020;5169;30;28.15;80026206
31.12.2020;5169;30;48.48;80027273
31.12.2020;5169;30;42.78;80028161
02.01.2021;5169;30;49.26;80043791
04.01.2021;5169;30;61.42;80078861
04.01.2021;5169;30;41.5;80082476
05.01.2021;5169;30;51.17;80093918
05.01.2021;5169;30;39.2;80093919
05.01.2021;5169;30;58.69;80094765
08.01.2021;5169;30;37.88;80195117
08.01.2021;5169;30;36.7;80195118
08.01.2021;5169;30;57.6;80195119
08.01.2021;5169;30;37.75;80196145
08.01.2021;5169;30;40.33;80197229
08.01.2021;5169;30;59.7;80197904
08.01.2021;5169;30;37.53;80197905
08.01.2021;5169;30;49.83;80199244
11.01.2021;5169;30;49.76;80269050
12.01.2021;5169;30;60.61;80306308
12.01.2021;5169;30;49.22;80307695
12.01.2021;5169;30;44.08;80308776
13.01.2021;5169;30;53.1;80329434
14.01.2021;5169;30;52.73;80368151
14.01.2021;5169;30;48.57;80368152
15.01.2021;5169;30;53.8;80414259
15.01.2021;5169;30;39.75;80416969
15.01.2021;5169;30;51.55;80419143
15.01.2021;5169;30;30.42;80419144
15.01.2021;5169;30;46.36;80421214
18.01.2021;5169;30;55.61;80479632
18.01.2021;5169;30;45.04;80480032
19.01.2021;5169;30;50.77;80517462
19.01.2021;5169;30;49.26;80517463
20.01.2021;5169;30;44.65;80551076
20.01.2021;5169;30;39.75;80553140
20.01.2021;5169;30;49.73;80553141
20.01.2021;5169;30;50.29;80555232
22.01.2021;5169;30;36.43;80665425
22.01.2021;5169;30;34.43;80668398
22.01.2021;5169;30;48.03;80670729
22.01.2021;5169;30;49.36;80671356
22.01.2021;5169;30;16.07;80671357
22.01.2021;5169;30;14.07;80671358
25.01.2021;5169;30;45.56;80707634
26.01.2021;5169;30;38.88;80741770
26.01.2021;5169;30;45.01;80745387
27.01.2021;5169;30;43.24;80782742
27.01.2021;5169;30;54.83;80784786
27.01.2021;5169;30;51.46;80784787
28.01.2021;5169;30;55;80811806
28.01.2021;5169;30;38.38;80814375
29.01.2021;5169;30;58.3;80856341
29.01.2021;5169;30;46.89;80856342
29.01.2021;5169;30;56.2;80858527
29.01.2021;5169;30;30;80858528
29.01.2021;5169;30;34.68;80858529
01.02.2021;5169;30;53.3;80937312
01.02.2021;5169;30;60.94;80940357
01.02.2021;5169;30;48.14;80940893
02.02.2021;5169;30;44.16;80969215
02.02.2021;5169;30;53.89;80971149
03.02.2021;5169;30;53.88;81007460
03.02.2021;5169;30;29.16;81009700
03.02.2021;5169;30;47.78;81010101
04.02.2021;5169;30;22.37;81047685
05.02.2021;5169;30;32.4;81097678
05.02.2021;5169;30;41.46;81101730
05.02.2021;5169;30;40.59;81102511
15.09.2020;1824;30;23.8;76408585
16.09.2020;1824;22;26.36;76452282
16.09.2020;1824;30;25.74;76453240
16.09.2020;1824;30;55.39;76453241
16.09.2020;1824;22;26.8;76453242
17.09.2020;1824;30;57.41;76495926
18.09.2020;1824;30;45.23;76539127
19.09.2020;1824;30;14.06;76575761
20.09.2020;1824;30;26.73;76601657
21.09.2020;1824;30;17.97;76625592
22.09.2020;1824;22;28.13;76667733
22.09.2020;1824;30;17.26;76668587
22.09.2020;1824;30;66.1;76668588
22.09.2020;1824;22;27.22;76668589
22.09.2020;1824;30;61.54;76669917
23.09.2020;1824;22;33.12;76728287
23.09.2020;1824;30;76.48;76729532
22.09.2020;1824;30;57.74;76729545
24.09.2020;1824;30;46.14;76751591
23.09.2020;1824;30;45.29;76753697
25.09.2020;1824;30;28.04;76812151
25.09.2020;1824;22;40.86;76812715
25.09.2020;1824;22;0.11;76814298
25.09.2020;1824;30;14.66;76814299
25.09.2020;1824;30;59.52;76814300
25.09.2020;1824;30;20.22;76820113
27.09.2020;1824;22;38.31;76853253
27.09.2020;1824;22;26;76853575
28.09.2020;1824;22;23.82;76876600
28.09.2020;1824;30;21.62;76876609
30.09.2020;1824;30;65;76961199
28.09.2020;1824;30;44.34;76961200
01.10.2020;1824;30;29.47;76992077
01.10.2020;1824;30;46.27;76994598
01.10.2020;1824;30;62.73;76994706
01.10.2020;1824;30;23.27;76994732
02.10.2020;1824;22;31.09;77057726
02.10.2020;1824;22;31.95;77059160
02.10.2020;1824;30;56.33;77059169
03.10.2020;1824;30;25.47;77085453
04.10.2020;1824;22;25.02;77110632
04.10.2020;1824;22;26.05;77111053
05.10.2020;1824;30;52.48;77130273
06.10.2020;1824;30;43.08;77187953
06.10.2020;1824;30;78.1;77188008
06.10.2020;1824;30;57.96;77188024
05.10.2020;1824;30;62.27;77190251
07.10.2020;1824;30;49.6;77211577
07.10.2020;1824;30;19.92;77211647
07.10.2020;1824;30;52.78;77211648
07.10.2020;1824;22;50.02;77214443
08.10.2020;1824;30;42.87;77254685
09.10.2020;1824;30;54.6;77316516
09.10.2020;1824;30;69.97;77316517
09.10.2020;1824;30;56.88;77316518
10.10.2020;1824;22;39.9;77331557
10.10.2020;1824;30;21.72;77332136
09.10.2020;1824;30;63.23;77334038
11.10.2020;1824;30;33.76;77355644
11.10.2020;1824;22;24.51;77355645
12.10.2020;1824;30;25.2;77386866
08.10.2020;1824;30;46.12;77386867
13.10.2020;1824;30;59.06;77435288
13.10.2020;1824;30;42.28;77436281
14.10.2020;1824;30;27.65;77458792
14.10.2020;1824;30;33.51;77458793
14.10.2020;1824;30;17.89;77458794
14.10.2020;1824;22;33.77;77501172
15.10.2020;1824;30;40.23;77501173
14.10.2020;1824;30;56.26;77502503
15.10.2020;1824;30;54.32;77502520
16.10.2020;1824;22;28.49;77542522
16.10.2020;1824;30;60.62;77543520
16.10.2020;1824;30;57.98;77543530
16.10.2020;1824;30;60.38;77544982
15.10.2020;1824;30;64.25;77545495
17.10.2020;1824;30;23.61;77579331
17.10.2020;1824;22;23.25;77579332
19.10.2020;1824;30;53.69;77623934
19.10.2020;1824;30;20.45;77624000
19.10.2020;1824;30;46.61;77624001
20.10.2020;1824;30;12.76;77670257
20.10.2020;1824;30;42.8;77673076
20.10.2020;1824;22;35.48;77704229
21.10.2020;1824;30;12.72;77704237
21.10.2020;1824;30;43.92;77704238
22.10.2020;1824;22;36.94;77745215
21.10.2020;1824;22;35.7;77745216
22.10.2020;1824;22;46.68;77745217
22.10.2020;1824;30;31.7;77746111
22.10.2020;1824;30;16.13;77746184
21.10.2020;1824;30;57.72;77746185
22.10.2020;1824;22;28.61;77746187
23.10.2020;1824;30;31.56;77807243
23.10.2020;1824;30;51.6;77808542
23.10.2020;1824;30;15.15;77808554
23.10.2020;1824;30;43.87;77808555
23.10.2020;1824;30;19.36;77809021
23.10.2020;1824;30;64.52;77810029
25.10.2020;1824;30;14.3;77842132
26.10.2020;1824;30;48.84;77865248
27.10.2020;1824;30;80.26;77900389
27.10.2020;1824;22;23.77;77901352
26.10.2020;1824;30;61.52;77903360
28.10.2020;1824;30;24.4;77940996
28.10.2020;1824;30;23.83;77941992
28.10.2020;1824;30;52.79;77941993
29.10.2020;1824;22;37.07;77982198
29.10.2020;1824;30;36.67;77982995
29.10.2020;1824;30;43.55;77982996
30.10.2020;1824;22;38.17;78056135
31.10.2020;1824;30;34.87;78056511
29.10.2020;1824;30;59.48;78057465
30.10.2020;1824;30;60.73;78057474
29.10.2020;1824;30;52.99;78057475
31.10.2020;1824;30;22.04;78074122
02.11.2020;1824;22;28.34;78106045
02.11.2020;1824;30;57.5;78109538
03.11.2020;1824;22;32.01;78138662
03.11.2020;1824;30;28.68;78139477
03.11.2020;1824;30;19.21;78139545
03.11.2020;1824;30;66;78141467
04.11.2020;1824;30;40.78;78177331
04.11.2020;1824;30;50.64;78177383
04.11.2020;1824;30;41.99;78178688
05.11.2020;1824;30;14.16;78217049
06.11.2020;1824;30;31.29;78279523
07.11.2020;1824;22;54.18;78302286
07.11.2020;1824;30;28.79;78302727
07.11.2020;1824;22;28.47;78302729
09.11.2020;1824;30;35.68;78334995
09.11.2020;1824;30;20.48;78335049
09.11.2020;1824;30;51.94;78335050
09.11.2020;1824;30;66.1;78335051
09.11.2020;1824;30;65.2;78336332
10.11.2020;1824;22;36.47;78370863
10.11.2020;1824;30;46.22;78371697
10.11.2020;1824;30;13.64;78371751
11.11.2020;1824;30;66.94;78416931
11.11.2020;1824;30;11.61;78416945
11.11.2020;1824;30;35.21;78416946
12.11.2020;1824;30;44.24;78446695
12.11.2020;1824;30;52.18;78447701
11.11.2020;1824;22;29.5;78452446
13.11.2020;1824;30;34.79;78501726
05.02.2021;5169;30;35.2;81102512
05.02.2021;5169;30;25.42;81104323
05.02.2021;5169;30;38.11;81104753
05.02.2021;5169;30;59.89;81104754
09.02.2021;5169;30;55.22;81191236
09.02.2021;5169;30;39.84;81194007
10.02.2021;5169;30;48.36;81227862
11.02.2021;5169;30;45.99;81283469
11.02.2021;5169;30;41.82;81283885
11.02.2021;5169;30;40.25;81283886
12.02.2021;5169;30;53.67;81309487
12.02.2021;5169;30;56.72;81310327
12.02.2021;5169;30;33.85;81310328
12.02.2021;5169;30;55.08;81312390
13.02.2021;5169;30;35.01;81350606
15.02.2021;5169;30;49.38;81393311
15.02.2021;5169;30;47.09;81393708
15.02.2021;5169;30;53.65;81393709
16.02.2021;5169;30;47;81418410
16.02.2021;5169;30;49.06;81419126
16.02.2021;5169;30;57.57;81421131
17.02.2021;5169;30;44.49;81458769
19.02.2021;5169;30;27.82;81541900
19.02.2021;5169;30;59.18;81543200
19.02.2021;5169;30;58.28;81544051
19.02.2021;5169;30;38.87;81544052
19.02.2021;5169;30;21.72;81545841
19.02.2021;5169;30;39.61;81546274
19.02.2021;5169;30;58.02;81546275
19.02.2021;5169;30;32.38;81546276
19.02.2021;5169;30;38.27;81546277
22.02.2021;5169;30;47.93;81619975
24.02.2021;5169;30;62.82;81696597
24.02.2021;5169;30;52.21;81697903
24.02.2021;5169;30;35.4;81698635
24.02.2021;5169;30;54.79;81698636
25.02.2021;5169;30;58.04;81733582
25.02.2021;5169;30;48.5;81740583
25.02.2021;5169;30;49.54;81740584
26.02.2021;5169;30;29.64;81800458
26.02.2021;5169;30;32.87;81804377
26.02.2021;5169;30;48.52;81804821
26.02.2021;5169;30;27.63;81804822
26.02.2021;5169;30;50.4;81804823
01.03.2021;5169;30;54.66;81852869
01.03.2021;5169;30;44.49;81856808
02.03.2021;5169;30;48.46;81896351
02.03.2021;5169;30;44.54;81900063
02.03.2021;5169;30;54.69;81900487
02.03.2021;5169;30;54.9;81900488
03.03.2021;5169;30;44.15;81942277
04.03.2021;5169;30;58.94;81979072
04.03.2021;5169;30;58.51;81979860
05.03.2021;5169;30;33.77;82034925
05.03.2021;5169;30;42.2;82037732
05.03.2021;5169;30;34.98;82041623
05.03.2021;5169;30;39.92;82042139
05.03.2021;5169;30;45.77;82042140
05.03.2021;5169;30;32.36;82042141
05.03.2021;5169;30;32.27;82042143
09.03.2021;5169;30;53.1;82155436
09.03.2021;5169;30;52.86;82159692
09.03.2021;5169;30;25.37;82159693
09.03.2021;5169;30;46.74;82159694
10.03.2021;5169;30;53.35;82178556
10.03.2021;5169;30;45.1;82178969
11.03.2021;5169;30;58.59;82215556
11.03.2021;5169;30;26.95;82218330
12.03.2021;5169;30;47.44;82285390
12.03.2021;5169;30;58.83;82287890
12.03.2021;5169;30;25.08;82289900
12.03.2021;5169;30;30.46;82290444
12.03.2021;5169;30;36.59;82290445
12.03.2021;5169;30;33.49;82290446
15.03.2021;5169;30;46.36;82339133
16.03.2021;5169;30;49.12;82368041
16.03.2021;5169;30;53.52;82369362
16.03.2021;5169;30;55.57;82372230
17.03.2021;5169;30;55.01;82410058
17.03.2021;5169;30;48.46;82410460
18.03.2021;5169;30;49.67;82454839
19.03.2021;5169;30;56.84;82517601
19.03.2021;5169;30;41.91;82521936
19.03.2021;5169;30;57.64;82524030
19.03.2021;5169;30;48.47;82525269
19.03.2021;5169;30;48.36;82525270
19.03.2021;5169;30;24.76;82527762
19.03.2021;5169;30;26.1;82528472
19.03.2021;5169;30;37.67;82528473
19.03.2021;5169;30;41;82528474
22.03.2021;5169;30;28.87;82571526
22.03.2021;5169;30;50.9;82571528
23.03.2021;5169;30;56.61;82604839
23.03.2021;5169;30;45.62;82608968
23.03.2021;5169;30;42.73;82608969
24.03.2021;5169;30;59.5;82653237
24.03.2021;5169;30;47.97;82655669
25.03.2021;5169;30;24.69;82713964
26.03.2021;5169;30;25.2;82726743
26.03.2021;5169;30;50.51;82729636
26.03.2021;5169;30;45.03;82731126
26.03.2021;5169;30;51.51;82731979
26.03.2021;5169;30;21.96;82733770
26.03.2021;5169;30;43.71;82734257
26.03.2021;5169;30;46;82734258
26.03.2021;5169;30;28.34;82734259
29.03.2021;5169;30;37.56;82811386
29.03.2021;5169;30;48.03;82811813
30.03.2021;5169;30;61;82875493
30.03.2021;5169;30;56.56;82875494
01.04.2021;5169;30;26.06;82904419
31.03.2021;5169;30;63.13;82910153
01.04.2021;5169;30;17.96;82910154
01.04.2021;5169;30;59.64;82912912
01.04.2021;5169;30;42.57;82914624
01.04.2021;5169;30;26.72;82918120
01.04.2021;5169;30;18.18;82919020
31.03.2021;5169;30;60.74;82919021
01.04.2021;5169;30;15.41;82919022
01.04.2021;5169;30;24.04;82919023
04.04.2021;5169;30;23.38;83007202
04.04.2021;5169;30;24.11;83008026
04.04.2021;5169;30;31.41;83008127
04.04.2021;5169;30;40.22;83008128
04.04.2021;5169;30;28.56;83008129
06.04.2021;5169;30;39.39;83036012
07.04.2021;5169;30;38.38;83093702
07.04.2021;5169;30;44.4;83094099
07.04.2021;5169;30;23.94;83094100
07.04.2021;5169;30;15.97;83094101
08.04.2021;5169;30;62.84;83110872
08.04.2021;5169;30;64.37;83112134
08.04.2021;5169;30;57;83115051
08.04.2021;5169;30;58.46;83115052
09.04.2021;5169;30;31.15;83168805
09.04.2021;5169;30;27.06;83173962
09.04.2021;5169;30;27.91;83175706
09.04.2021;5169;30;32.38;83176158
12.04.2021;5169;30;50.6;83229259
12.04.2021;5169;30;50.41;83229260
13.04.2021;5169;30;69.9;83262860
13.04.2021;5169;30;43.88;83267023
13.04.2021;5169;30;62.82;83267024
14.04.2021;5169;30;42.89;83306073
14.04.2021;5169;30;54.12;83307714
13.11.2020;1824;30;15.96;78501783
13.11.2020;1824;22;24.81;78501784
13.11.2020;1824;30;63.55;78503713
13.11.2020;1824;30;27.26;78506144
16.11.2020;1824;30;46.75;78564418
17.11.2020;1824;22;39.58;78601482
17.11.2020;1824;30;22.81;78602346
17.11.2020;1824;30;29.12;78602354
17.11.2020;1824;30;60.18;78602355
17.11.2020;1824;30;63.45;78602356
17.11.2020;1824;22;12.96;78602357
17.11.2020;1824;22;39.27;78606354
18.11.2020;1824;30;57.81;78639061
18.11.2020;1824;30;26.19;78639953
20.11.2020;1824;30;41.1;78700231
18.11.2020;1824;30;52.35;78700357
21.11.2020;1824;30;22.4;78700381
19.11.2020;1824;30;53.91;78700382
21.11.2020;1824;22;20.36;78700384
19.11.2020;1824;22;26.9;78711867
23.11.2020;1824;30;60.61;78813915
23.11.2020;1824;30;44.9;78815225
24.11.2020;1824;22;34.78;78842109
24.11.2020;1824;30;31.41;78843007
25.11.2020;1824;30;56.72;78894231
25.11.2020;1824;22;24.43;78894232
25.11.2020;1824;30;13.62;78895079
25.11.2020;1824;30;61.56;78895080
25.11.2020;1824;30;55;78895081
26.11.2020;1824;30;43.05;78940647
26.11.2020;1824;30;45.77;78940698
26.11.2020;1824;30;15.19;78940712
26.11.2020;1824;30;55.49;78940713
25.11.2020;1824;30;63.02;78942765
26.11.2020;1824;22;32.91;78945342
26.11.2020;1824;30;25.62;78945343
27.11.2020;1824;22;22.07;78980143
27.11.2020;1824;30;26.01;78980144
27.11.2020;1824;30;12.86;78981200
27.11.2020;1824;30;42.52;78981201
27.11.2020;1824;22;25.02;78981202
28.11.2020;1824;30;59.91;79003343
29.11.2020;1824;30;16.65;79036531
29.11.2020;1824;30;17.75;79036532
01.12.2020;1824;30;60.24;79094063
01.12.2020;1824;30;45.26;79094064
01.12.2020;1824;30;18.71;79094082
30.11.2020;1824;30;35.45;79094083
30.11.2020;1824;30;40.65;79094084
02.12.2020;1824;30;44.71;79128464
02.12.2020;1824;30;53.46;79128525
02.12.2020;1824;30;68.81;79128526
03.12.2020;1824;22;39.56;79168876
03.12.2020;1824;30;19.54;79169874
03.12.2020;1824;22;24.89;79169875
03.12.2020;1824;30;42.01;79171359
04.12.2020;1824;30;53.49;79229429
04.12.2020;1824;30;58.87;79231504
04.12.2020;1824;22;29.39;79234208
06.12.2020;1824;30;18.2;79268291
07.12.2020;1824;30;60.27;79293424
08.12.2020;1824;30;41.12;79331648
09.12.2020;1824;22;31.98;79370136
09.12.2020;1824;22;24.85;79371033
09.12.2020;1824;30;47.75;79373814
10.12.2020;1824;30;41.09;79413685
10.12.2020;1824;30;26.74;79413738
10.12.2020;1824;30;56.41;79413739
09.12.2020;1824;30;62.83;79413740
10.12.2020;1824;30;29.09;79418372
11.12.2020;1824;30;10.93;79458615
11.12.2020;1824;30;67.28;79458616
13.12.2020;1824;30;18.03;79516117
14.12.2020;1824;30;56.05;79558595
15.12.2020;1824;22;29.44;79599883
15.12.2020;1824;22;1.96;79599884
15.12.2020;1824;30;40.88;79600712
15.12.2020;1824;30;57.38;79600763
15.12.2020;1824;30;21.72;79600769
15.12.2020;1824;30;47.66;79600770
15.12.2020;1824;22;24.41;79600771
16.12.2020;1824;30;6.51;79620755
16.12.2020;1824;30;29.45;79620756
16.12.2020;1824;30;51.32;79620757
17.12.2020;1824;30;48.24;79663351
17.12.2020;1824;30;34.16;79663352
16.12.2020;1824;22;33.7;79667420
18.12.2020;1824;30;43.57;79708317
17.12.2020;1824;22;48.03;79710986
18.12.2020;1824;22;39.37;79712647
19.12.2020;1824;30;23.42;79748851
21.12.2020;1824;22;31.71;79784540
21.12.2020;1824;22;31.41;79785249
21.12.2020;1824;30;63.99;79786308
22.12.2020;1824;30;37.04;79819479
22.12.2020;1824;30;46.25;79820119
22.12.2020;1824;30;24.58;79820163
22.12.2020;1824;30;40.91;79820164
23.12.2020;1824;30;42.48;79858590
23.12.2020;1824;30;19.68;79858591
23.12.2020;1824;30;65.66;79860218
23.12.2020;1824;30;27.02;79862384
26.12.2020;1824;30;28.34;79918509
27.12.2020;1824;22;34.3;79922460
27.12.2020;1824;22;26.59;79922640
28.12.2020;1824;30;16.36;79937073
29.12.2020;1824;30;19.1;79961932
29.12.2020;1824;30;69;79961933
29.12.2020;1824;22;29.72;79964391
30.12.2020;1824;30;56.94;80008493
01.01.2021;1824;22;20.74;80033908
02.01.2021;1824;30;18.77;80045887
04.01.2021;1824;22;38.89;80083037
05.01.2021;1824;22;13.56;80098655
05.01.2021;1824;30;46.14;80100499
05.01.2021;1824;22;19.25;80101596
08.01.2021;1824;30;25.66;80199895
08.01.2021;1824;30;30.2;80200638
08.01.2021;1824;30;15.49;80200639
